objid,pmL,pmB,ra,dec,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,elodieFeH,elodieTEff,elodieBV
1237666211393439077,0,0,272.565804599843,24.0016554605505,20.94798,19.00156,18.19356,17.87047,17.68119,0.07508557,0.00946751,0.007204486,0.007779618,0.01668059,-0.16,5059,0.811
1237666211393503450,-5.235814,-1.151711,272.621700862847,23.9994651280143,20.47452,18.7167,17.96617,17.71173,17.56954,0.05248843,0.008096776,0.006352274,0.007091259,0.01554743,-0.24,5221,0.786
1237666211930113386,-8.368839,6.87521,272.328455942015,24.6519420566097,21.13033,19.83779,19.18412,18.87601,18.72187,0.0910886,0.01483875,0.01241392,0.01453473,0.03988336,-0.24,5221,0.786
1237666211930309001,-12.55331,5.797156,272.704406170733,24.4332013157394,21.04626,19.59608,19.0623,18.77048,18.80265,0.08962097,0.01285052,0.01176102,0.01321187,0.04193667,-0.07,5813,0.573
1237666211930310197,5.662418,-7.386429,272.761798197556,24.4219510596627,20.79897,18.94359,18.17752,17.88758,17.75532,0.07340651,0.008780364,0.007016892,0.007628603,0.01863335,-0.07,5139,0.819
1237666211930439781,1.346498,6.751865,272.94301337907,24.3696565050455,16.30614,14.93557,14.33916,14.06391,13.90401,0.00584847,0.003325887,0.002968158,0.002884974,0.003651243,-1,6000,0
1237666229109130227,-7.6699,-3.190576,272.800995980492,24.2510917584324,18.9904,17.78626,17.58261,17.51165,17.51945,0.0233944,0.005217382,0.005401768,0.006347021,0.01603636,-1,7500,0
1237666228571931277,-6.117761,3.282006,271.949815847645,24.0999836165182,18.91365,17.49725,16.77833,16.47066,16.33273,0.01970687,0.004736168,0.004201585,0.004575714,0.007659486,-0.54,5720,0.564
1237666228572062113,-10.38171,-2.103285,272.173737234034,23.966166139602,16.96401,15.57447,15.46651,15.43854,15.4423,0.007471411,0.003086498,0.003435521,0.003774697,0.00515102,-2.5,7500,0
1237666229108999405,3.801834,-4.93594,272.498637664727,24.260215478905,21.0484,19.70268,19.10094,18.85233,18.71617,0.08884921,0.01434828,0.01160206,0.01342251,0.04152863,-0.4,5467,0.645
1237666210319566327,0,0,271.930858134201,23.4136769951514,21.42997,20.48157,19.93157,19.75015,19.81194,0.1100088,0.0236594,0.02064024,0.0235894,0.09484655,-2,6000,0
1237666210320089147,7.221519,1.311338,273.049001337308,23.0581330702243,18.87323,17.29712,16.67596,16.45901,16.32967,0.01916648,0.004557735,0.004205024,0.004565266,0.008171282,-0.02,5563,0.701
1237666210319630401,-0.9962974,1.514591,271.987210281195,23.4150258285353,18.04287,16.26806,15.47309,15.12465,14.92802,0.01251039,0.00344063,0.00331419,0.003736075,0.004702532,-0.7,4741,0.883
1237666210319893239,9.670246,12.24306,272.651317160192,23.07700028803,15.92658,14.79444,14.35779,14.17526,14.12454,0.005056,0.002892026,0.003114013,0.003566184,0.004316016,-1,6000,0
1237666226961582349,0.2930211,-20.83718,272.024817765192,22.8067527874578,21.88282,20.88907,20.27326,20.05719,19.8886,0.1942236,0.03363676,0.02528452,0.02917046,0.1010125,-1.07,6061,0.378
1237666210319696258,1.724244,-2.281407,272.147418044318,23.2644632885944,20.67668,19.69367,19.27529,19.072,19.03487,0.0658875,0.01343311,0.01304111,0.01458597,0.0473771,-2.5,6000,0
1237666210856306424,-82.33694,16.17452,271.760072768407,24.0086740717495,25.75266,21.15059,19.54546,18.86425,18.42606,0.5445794,0.03772767,0.01602071,0.01287167,0.03218925,-0.36,3962,1.354
1237666210856306433,-374.0925,-51.94022,271.73286371457,23.9078406038552,22.49545,20.31432,18.58394,17.46325,16.82176,0.2604104,0.02040572,0.008846924,0.0060747,0.01096918,-0.04,3980,1.491
1237666210856698379,0,0,272.679420972991,23.5349334805493,18.90049,17.53152,17.01634,16.81866,16.74552,0.020808,0.00475019,0.004522559,0.004718899,0.01032392,-0.65,5790,0.486
1237666209783022450,-11.56171,0.0235181,272.406034950684,22.8020889491065,21.42696,20.12208,19.52836,19.38219,19.21731,0.1125984,0.01828268,0.01563277,0.0182668,0.04897235,-0.54,5720,0.564
1237666209783152696,-1.000452,-3.466738,272.745282327952,22.7587643706624,18.51621,16.55106,15.74059,15.41045,15.21857,0.01569271,0.003705351,0.003526667,0.003748473,0.004923947,-0.19,4923,0.899
